chr	start	stop	name	-1xlog10(p-value)	xSqrd	-1xlog10(Right-Tail Probability)	-1xlog10(AdjustedP-value)
chr1	156920626	156921239	MSPC_Peak_10575	115	529.595	115	114.279
chr1	156921427	156922002	MSPC_Peak_10563	49	225.653	49	48.752
chr1	156922044	156922445	MSPC_Peak_10553	49	225.653	49	48.752
chr1	156922716	156925329	MSPC_Peak_10541	0	1501.285	0	0
chr1	156925388	156925812	MSPC_Peak_10527	66	303.941	66	65.57
chr1	156926749	156928141	MSPC_Peak_10514	204.93	967.086	204.93	203.897
chr1	156928801	156929082	MSPC_Peak_10501	27	124.34	27	26.986
chr1	157107178	157108402	MSPC_Peak_10434	90.667	428.281	90.667	90.068
chr1	157108784	157109548	MSPC_Peak_10416	65.803	313.152	65.803	65.374
chr1	157111947	157112291	MSPC_Peak_10403	55	253.284	55	54.683
chr1	157194035	157194308	MSPC_Peak_10387	66	303.941	66	65.57
chr1	157194626	157195144	MSPC_Peak_10376	184	847.351	184	183.027
chr1	157195273	157196020	MSPC_Peak_10364	140.481	658.539	140.481	139.654
chr1	157279693	157279890	MSPC_Peak_10354	37	170.391	37	36.901
chr1	157287609	157287806	MSPC_Peak_10342	28	128.945	28	27.973
chr1	157979102	157979391	MSPC_Peak_10330	52	239.469	52	51.708
chr1	157993472	157994206	MSPC_Peak_10315	91	419.07	91	90.399
chr1	158113382	158113776	MSPC_Peak_10301	54	248.679	54	53.694
chr1	158115314	158115882	MSPC_Peak_10287	43	198.022	43	42.829
chr1	159140077	159140364	MSPC_Peak_10175	49	225.653	49	48.752
chr1	159140387	159140675	MSPC_Peak_10168	44	202.627	44	43.795
chr1	159167014	159167291	MSPC_Peak_10157	31	142.76	31	30.961
chr1	159168043	159168417	MSPC_Peak_10145	32	147.365	32	31.953
chr1	159171172	159172277	MSPC_Peak_10133	166.409	778.274	166.409	165.49
chr1	159172317	159173155	MSPC_Peak_10123	245.776	1155.898	245.776	244.636
chr1	159187593	159187838	MSPC_Peak_10108	77	354.598	77	76.488
chr1	159188909	159189292	MSPC_Peak_10095	39	179.602	39	38.859
chr1	159189452	159189741	MSPC_Peak_10080	25	115.129	25	24.992
chr1	159823550	159823830	MSPC_Peak_10062	32	147.365	32	31.953
chr1	159900090	159900437	MSPC_Peak_10046	27	124.34	27	26.986
chr1	159944484	159945130	MSPC_Peak_10030	38	174.996	38	37.89
chr1	160080500	160080825	MSPC_Peak_10011	64	294.731	64	63.581
chr1	160081045	160081343	MSPC_Peak_9916	54	248.679	54	53.694
chr1	160081515	160081872	MSPC_Peak_9896	60	276.31	60	59.631
chr1	160082965	160083380	MSPC_Peak_9882	42	193.417	42	41.839
chr1	160083430	160083845	MSPC_Peak_9870	38	174.996	38	37.89
chr1	160400570	160400904	MSPC_Peak_9856	31	142.76	31	30.961
chr1	160681410	160681696	MSPC_Peak_9847	38	174.996	38	37.89
chr1	160860958	160861301	MSPC_Peak_9827	38	174.996	38	37.89
chr1	160944569	160944846	MSPC_Peak_9813	38	174.996	38	37.89
chr1	160945145	160945599	MSPC_Peak_9798	92	423.676	92	91.392
chr1	160977116	160977397	MSPC_Peak_9781	38	174.996	38	37.89
chr1	160981384	160981855	MSPC_Peak_9770	91	419.07	91	90.399
chr1	161079621	161079996	MSPC_Peak_9758	49	225.653	49	48.752
chr1	161258324	161259677	MSPC_Peak_9615	232.822	1096.031	232.822	231.714
chr1	161260302	161260716	MSPC_Peak_9608	63	290.126	63	62.588
chr1	161428316	161428533	MSPC_Peak_9602	47	216.443	47	46.773
chr1	161430525	161430827	MSPC_Peak_9593	48	221.048	48	47.764
chr1	161436947	161437249	MSPC_Peak_9584	27	124.34	27	26.986
chr1	161437668	161437950	MSPC_Peak_9573	32	147.365	32	31.953
chr1	161438789	161439409	MSPC_Peak_9561	106.599	501.964	106.599	105.917
chr1	161439537	161440197	MSPC_Peak_9550	130	598.672	130	129.215
chr1	161440449	161440823	MSPC_Peak_9538	101.619	478.938	101.619	100.955
chr1	161442599	161443069	MSPC_Peak_9524	168	773.669	168	167.079
chr1	161472733	161473225	MSPC_Peak_9510	67	308.546	67	66.563
chr1	161473272	161473742	MSPC_Peak_9498	49	225.653	49	48.752
chr1	161473977	161474254	MSPC_Peak_9490	49	225.653	49	48.753
chr1	161488654	161488851	MSPC_Peak_9180	42	193.417	42	41.839
chr1	161605421	161606135	MSPC_Peak_9171	94	432.886	94	93.384
chr1	161621432	161621933	MSPC_Peak_9161	59	271.705	59	58.638
chr1	161693772	161694118	MSPC_Peak_9152	55	253.284	55	54.683
chr1	162070889	162071270	MSPC_Peak_9141	60	276.31	60	59.631
chr1	162822328	162822976	MSPC_Peak_9130	87	400.65	87	86.425
chr1	165117145	165118165	MSPC_Peak_9114	132.506	621.698	132.506	131.708
chr1	165118707	165119041	MSPC_Peak_9103	32	147.365	32	31.953
chr1	165119123	165119553	MSPC_Peak_9092	85	391.439	85	84.438
chr1	165136246	165136555	MSPC_Peak_9084	65	299.336	65	64.576
chr1	165235135	165235726	MSPC_Peak_9076	122.539	575.646	122.539	121.782
chr1	165235797	165236461	MSPC_Peak_9068	158.43	741.432	158.43	157.538
chr1	165237274	165238115	MSPC_Peak_8851	49	225.653	49	48.753
chr1	165318477	165318744	MSPC_Peak_8840	31	142.76	31	30.961
chr1	165344962	165345239	MSPC_Peak_8829	34	156.576	34	33.922
chr1	165346527	165346831	MSPC_Peak_8816	39	179.602	39	38.859
chr1	165348251	165349142	MSPC_Peak_8805	131.307	626.303	131.307	130.514
chr1	165349361	165349737	MSPC_Peak_8790	56	257.89	56	55.654
chr1	165350091	165353465	MSPC_Peak_8779	257.42	1220.37	257.42	256.252
chr1	165353648	165357479	MSPC_Peak_8769	0	1510.496	0	0
chr1	165798524	165798721	MSPC_Peak_8762	34	156.576	34	33.922
chr1	166883682	166884893	MSPC_Peak_8751	149.455	699.986	149.455	148.593
chr1	166920761	166921186	MSPC_Peak_8740	41	188.812	41	40.846
chr1	167438296	167438596	MSPC_Peak_8730	43	198.022	43	42.829
chr1	167492658	167492952	MSPC_Peak_8541	42	193.417	42	41.839
chr1	167493413	167493690	MSPC_Peak_8536	27	124.34	27	26.986
chr1	170668328	170668605	MSPC_Peak_8529	38	174.996	38	37.89
chr1	171841927	171842366	MSPC_Peak_8527	38	174.996	38	37.89
chr1	173669610	173669944	MSPC_Peak_8525	51	234.864	51	50.715
chr1	175411957	175412164	MSPC_Peak_8521	33	151.971	33	32.928
chr1	175579791	175580081	MSPC_Peak_8516	38	174.996	38	37.89
chr1	175599074	175599394	MSPC_Peak_8508	37	170.391	37	36.902
chr1	176897987	176898369	MSPC_Peak_8501	37	170.391	37	36.902
chr1	177163775	177165354	MSPC_Peak_8493	94	432.886	94	93.384
chr1	177168137	177168619	MSPC_Peak_8482	32	147.365	32	31.953
chr1	177170579	177171332	MSPC_Peak_8470	43	198.022	43	42.83
chr1	177171605	177172132	MSPC_Peak_8458	48	221.048	48	47.764
chr1	177412764	177413046	MSPC_Peak_8185	31	142.76	31	30.961
chr1	179574035	179574323	MSPC_Peak_8176	75.743	359.203	75.743	75.235
chr1	179574981	179576395	MSPC_Peak_8166	297.237	1404.577	297.237	295.97
chr1	179577586	179578056	MSPC_Peak_8154	61.829	294.731	61.829	61.421
chr1	179578441	179578663	MSPC_Peak_8148	37	170.391	37	36.902
chr1	179581513	179581797	MSPC_Peak_8142	61	280.915	61	60.622
chr1	179584971	179585250	MSPC_Peak_8134	38	174.996	38	37.891
chr1	179586557	179586855	MSPC_Peak_8120	26	119.734	26	25.99
chr1	179591206	179592860	MSPC_Peak_8109	0	1745.36	0	0
chr1	179742141	179745364	MSPC_Peak_8097	307.195	1450.629	307.195	305.91
chr1	179745711	179745939	MSPC_Peak_8086	43	198.022	43	42.83
chr1	180224535	180224767	MSPC_Peak_8073	36	165.786	36	35.912
chr1	180225862	180226211	MSPC_Peak_8061	91.663	432.886	91.663	91.058
chr1	180226360	180226793	MSPC_Peak_7888	40	184.207	40	39.855
chr1	180226848	180227225	MSPC_Peak_7876	69.778	331.572	69.778	69.311
chr1	180227750	180234157	MSPC_Peak_7866	0	4434.779	0	0
chr1	180234249	180240371	MSPC_Peak_7859	0	4351.89	0	0
chr1	180240705	180240971	MSPC_Peak_7846	40	184.207	40	39.855
chr1	180240993	180241683	MSPC_Peak_7832	171.083	810.51	171.083	170.149
chr1	180243598	180243890	MSPC_Peak_7818	56	257.89	56	55.654
chr1	180257610	180257902	MSPC_Peak_7806	43	198.022	43	42.83
chr1	180257955	180258470	MSPC_Peak_7795	49	225.653	49	48.753
chr1	180259109	180259796	MSPC_Peak_7784	94	432.886	94	93.384
chr1	181022924	181023229	MSPC_Peak_7773	92	423.676	92	91.392
chr1	181314272	181314550	MSPC_Peak_7767	41	188.812	41	40.847
chr1	181315104	181315311	MSPC_Peak_7609	31	142.76	31	30.961
chr1	181316825	181318878	MSPC_Peak_7600	254.434	1206.555	254.434	253.273
chr1	181319141	181319687	MSPC_Peak_7593	81.711	386.834	81.711	81.159
chr1	181320534	181320913	MSPC_Peak_7583	61	280.915	61	60.622
chr1	181473371	181473663	MSPC_Peak_7578	30	138.155	30	29.966
chr1	181475700	181475978	MSPC_Peak_7570	23	105.919	23	22.998
chr1	181476708	181476918	MSPC_Peak_7560	52	239.469	52	51.709
chr1	181481366	181485968	MSPC_Peak_7550	0	1561.153	0	0
chr1	181486999	181487959	MSPC_Peak_7537	99.627	469.727	99.627	98.98
chr1	181489285	181489824	MSPC_Peak_7527	47	216.443	47	46.773
chr1	181554725	181555149	MSPC_Peak_7514	32	147.365	32	31.954
chr1	181593582	181594003	MSPC_Peak_7502	29	133.55	29	28.97
chr1	181675802	181676079	MSPC_Peak_7492	32	147.365	32	31.954
chr1	182056705	182057482	MSPC_Peak_7400	67	308.546	67	66.563
chr1	182942276	182942613	MSPC_Peak_7391	62	285.521	62	61.592
chr1	182951685	182951969	MSPC_Peak_7380	48	221.048	48	47.764
chr1	182952359	182953381	MSPC_Peak_7368	121.543	571.041	121.543	120.796
chr1	183416428	183418345	MSPC_Peak_7355	74	340.783	74	73.511
chr1	184036135	184036462	MSPC_Peak_7343	47	216.443	47	46.774
chr1	186680108	186680445	MSPC_Peak_7329	43	198.022	43	42.83
chr1	186680552	186680953	MSPC_Peak_7315	155.166	736.827	155.166	154.283
chr1	190474791	190475385	MSPC_Peak_7301	61	280.915	61	60.622
chr1	190475388	190475782	MSPC_Peak_7288	115	529.595	115	114.279
chr1	190475870	190476221	MSPC_Peak_7280	86	396.045	86	85.431
chr1	190478101	190478610	MSPC_Peak_7273	32	147.365	32	31.954
chr1	196898756	196898963	MSPC_Peak_7129	33	151.971	33	32.928
chr1	197904707	197905035	MSPC_Peak_7117	40	184.207	40	39.855
chr1	197907065	197907448	MSPC_Peak_7108	34	156.576	34	33.922
chr1	197907733	197908092	MSPC_Peak_7099	87.681	414.465	87.681	87.093
chr1	197908195	197909191	MSPC_Peak_7091	199.951	944.06	199.951	198.932
chr1	197909224	197921828	MSPC_Peak_7084	0	7966.944	0	0
chr1	197922482	197922910	MSPC_Peak_7079	49	225.653	49	48.753
chr1	197927784	197928057	MSPC_Peak_7072	34	156.576	34	33.922
chr1	197928446	197928793	MSPC_Peak_7068	94.649	446.702	94.649	94.024
chr1	197928985	197929258	MSPC_Peak_7065	95	437.491	95	94.372
chr1	197929441	197930290	MSPC_Peak_7063	65	299.336	65	64.577
chr1	197930774	197931051	MSPC_Peak_7061	37	170.391	37	36.902
chr1	197931519	197931854	MSPC_Peak_7059	55	253.284	55	54.684
chr1	197932372	197932657	MSPC_Peak_6939	40	184.207	40	39.855
chr1	197933332	197933803	MSPC_Peak_6916	62	285.521	62	61.592
chr1	199748026	199748345	MSPC_Peak_6902	42	193.417	42	41.839
chr1	200027932	200028499	MSPC_Peak_6878	49	225.653	49	48.753
chr1	200028539	200028858	MSPC_Peak_6852	31	142.76	31	30.961
chr1	200028903	200030207	MSPC_Peak_6828	226.844	1068.399	226.844	225.75
chr1	200031047	200031488	MSPC_Peak_6809	104.607	492.753	104.607	103.935
chr1	200031815	200032376	MSPC_Peak_6784	112.575	529.595	112.575	111.863
chr1	200032989	200034781	MSPC_Peak_6753	152.182	723.012	152.182	151.31
chr1	200034834	200037383	MSPC_Peak_6724	0	2321.006	0	0
chr1	200037729	200043691	MSPC_Peak_6698	0	3859.133	0	0
chr1	200043790	200044337	MSPC_Peak_6683	55	253.284	55	54.685
chr1	200044670	200045871	MSPC_Peak_6657	101	465.122	101	100.348
chr1	200045997	200046561	MSPC_Peak_6626	63	290.126	63	62.588
chr1	200323774	200323981	MSPC_Peak_6611	28	128.945	28	27.973
chr1	200871161	200871413	MSPC_Peak_6590	43	198.022	43	42.831
chr1	200871536	200871813	MSPC_Peak_6573	26	119.734	26	25.99
chr1	200872335	200874349	MSPC_Peak_6554	0	1538.127	0	0
chr1	200890553	200891862	MSPC_Peak_6528	137	630.908	137	136.186
chr1	200891913	200892328	MSPC_Peak_6500	44	202.627	44	43.796
chr1	200892535	200892845	MSPC_Peak_6470	61	280.915	61	60.623
chr1	201012162	201012540	MSPC_Peak_6450	23	105.919	23	22.998
chr1	201013999	201014312	MSPC_Peak_6412	32	147.365	32	31.954
chr1	201114903	201115734	MSPC_Peak_6391	105.603	497.358	105.603	104.924
chr1	201260117	201260530	MSPC_Peak_6369	51	234.864	51	50.715
chr1	201260831	201261214	MSPC_Peak_6337	38	174.996	38	37.891
chr1	201281995	201282320	MSPC_Peak_6311	41	188.812	41	40.847
chr1	201282626	201284826	MSPC_Peak_6286	126	580.251	126	125.23
chr1	201399119	201399944	MSPC_Peak_6261	57	262.495	57	56.649
chr1	202193040	202193397	MSPC_Peak_6232	61	280.915	61	60.623
chr1	202193998	202194393	MSPC_Peak_6210	74	340.783	74	73.511
chr1	202264361	202264644	MSPC_Peak_6188	48	221.048	48	47.764
chr1	202642190	202644855	MSPC_Peak_6155	152.446	713.801	152.446	151.573
chr1	202697241	202697523	MSPC_Peak_6133	43	198.022	43	42.831
chr1	202698024	202698221	MSPC_Peak_6106	25	115.129	25	24.992
chr1	202707585	202707908	MSPC_Peak_6083	38	174.996	38	37.891
chr1	202708499	202708993	MSPC_Peak_6063	89.672	423.676	89.672	89.076
chr1	202709053	202710906	MSPC_Peak_6029	254.745	1197.344	254.745	253.583
chr1	203076130	203076441	MSPC_Peak_6011	61	280.915	61	60.623
chr1	203117800	203118077	MSPC_Peak_5992	43	198.022	43	42.831
chr1	204074597	204074909	MSPC_Peak_5957	40	184.207	40	39.855
chr1	204162003	204162334	MSPC_Peak_5939	32	147.365	32	31.954
chr1	204186675	204187136	MSPC_Peak_5917	49	225.653	49	48.753
chr1	204189260	204189638	MSPC_Peak_5894	55	253.284	55	54.685
chr1	204190463	204191071	MSPC_Peak_5872	88	405.255	88	87.409
chr1	204377280	204377877	MSPC_Peak_5838	58	267.1	58	57.644
chr1	204378179	204378457	MSPC_Peak_5813	62	285.521	62	61.592
chr1	204599904	204600270	MSPC_Peak_5796	36	165.786	36	35.912
chr1	204652890	204653168	MSPC_Peak_5757	30	138.155	30	29.966
chr1	204653455	204653764	MSPC_Peak_5731	41	188.812	41	40.847
chr1	204685634	204686183	MSPC_Peak_5704	36	165.786	36	35.912
chr1	204711669	204711975	MSPC_Peak_5689	32	147.365	32	31.954
chr1	204712217	204712595	MSPC_Peak_5663	33	151.971	33	32.928
chr1	204726839	204727141	MSPC_Peak_5643	28	128.945	28	27.973
chr1	204728230	204728635	MSPC_Peak_5617	32	147.365	32	31.954
chr1	204730434	204730760	MSPC_Peak_5595	38	174.996	38	37.891
chr1	204730776	204731219	MSPC_Peak_5567	135.497	635.513	135.497	134.688
chr1	204731306	204731618	MSPC_Peak_5548	23	105.919	23	22.998
chr1	204731957	204732251	MSPC_Peak_5525	32	147.365	32	31.954
chr1	204732282	204732837	MSPC_Peak_5505	67.79	322.362	67.79	67.33
chr1	204735038	204735247	MSPC_Peak_5478	37	170.391	37	36.902
chr1	204736765	204737100	MSPC_Peak_5450	52	239.469	52	51.709
chr1	204752027	204752487	MSPC_Peak_5413	32	147.365	32	31.954
chr1	204767990	204768371	MSPC_Peak_5397	37	170.391	37	36.902
chr1	204790228	204790466	MSPC_Peak_5378	58	267.1	58	57.644
chr1	204792815	204793183	MSPC_Peak_5356	32	147.365	32	31.954
chr1	204834634	204835026	MSPC_Peak_5333	66	303.941	66	65.571
chr1	204897942	204898320	MSPC_Peak_5309	90	414.465	90	89.403
chr1	205042441	205043072	MSPC_Peak_5286	55	253.284	55	54.685
chr1	205043586	205044612	MSPC_Peak_5267	61	280.915	61	60.623
chr1	205046278	205046570	MSPC_Peak_5240	55	253.284	55	54.685
chr1	205047000	205047419	MSPC_Peak_5220	27	124.34	27	26.987
chr1	205342996	205345239	MSPC_Peak_5205	0	1800.622	0	0
chr1	205345475	205346008	MSPC_Peak_5184	61	280.915	61	60.623
chr1	205356973	205357250	MSPC_Peak_5166	32	147.365	32	31.954
chr1	205373630	205374102	MSPC_Peak_5134	33	151.971	33	32.928
chr1	205451384	205451678	MSPC_Peak_5111	80	368.414	80	79.471
chr1	205452136	205454232	MSPC_Peak_5094	133.503	626.303	133.503	132.701
chr1	205454275	205458602	MSPC_Peak_5072	0	2569.685	0	0
chr1	205481675	205482434	MSPC_Peak_5052	38	174.996	38	37.891
chr1	205567784	205568869	MSPC_Peak_5025	109	501.964	109	108.303
chr1	205569056	205569336	MSPC_Peak_4999	67	308.546	67	66.564
chr1	206117910	206118194	MSPC_Peak_4974	34	156.576	34	33.923
chr1	206909663	206910332	MSPC_Peak_4958	51	234.864	51	50.715
chr1	207452977	207453243	MSPC_Peak_4938	40	184.207	40	39.855
chr1	207454131	207455363	MSPC_Peak_4913	225.587	1073.005	225.587	224.499
chr1	207455923	207456566	MSPC_Peak_4887	112.575	529.595	112.575	111.864
chr1	207457367	207457688	MSPC_Peak_4859	38	174.996	38	37.891
chr1	207492414	207492633	MSPC_Peak_4831	25	115.129	25	24.992
chr1	207495863	207497163	MSPC_Peak_4811	142.475	667.75	142.475	141.641
chr1	207497759	207498071	MSPC_Peak_4791	46	211.838	46	45.781
chr1	207499363	207499640	MSPC_Peak_4769	34	156.576	34	33.923
chr1	207667145	207667467	MSPC_Peak_4741	28	128.945	28	27.973
chr1	207669084	207670370	MSPC_Peak_4712	115	529.595	115	114.279
chr1	207671118	207671596	MSPC_Peak_4685	33	151.971	33	32.928
chr1	207910666	207910966	MSPC_Peak_4659	66	303.941	66	65.571
chr1	209208067	209208356	MSPC_Peak_4635	30	138.155	30	29.966
chr1	209208369	209208871	MSPC_Peak_4607	91.663	432.886	91.663	91.058
chr1	209211044	209211384	MSPC_Peak_4582	57	262.495	57	56.649
chr1	209230554	209230809	MSPC_Peak_4548	64	294.731	64	63.582
chr1	209231701	209232115	MSPC_Peak_4526	100.623	474.333	100.623	99.971
chr1	209306285	209306573	MSPC_Peak_4498	44	202.627	44	43.796
chr1	209514252	209514479	MSPC_Peak_4477	51	234.864	51	50.715
chr1	209581775	209582053	MSPC_Peak_4449	45	207.233	45	44.786
chr1	209585525	209585802	MSPC_Peak_4423	52	239.469	52	51.709
chr1	209881048	209881518	MSPC_Peak_4405	48	221.048	48	47.764
chr1	209881694	209882161	MSPC_Peak_4384	38	174.996	38	37.891
chr1	209938164	209938966	MSPC_Peak_4349	226.277	1054.584	226.277	225.186
chr1	209941241	209941690	MSPC_Peak_4318	40	184.207	40	39.855
chr1	210232190	210232683	MSPC_Peak_4295	39	179.602	39	38.86
chr1	210233515	210233881	MSPC_Peak_4270	44	202.627	44	43.796
chr1	210252172	210252460	MSPC_Peak_4241	59	271.705	59	58.638
chr1	210253077	210253524	MSPC_Peak_4215	67	308.546	67	66.564
chr1	210292245	210292632	MSPC_Peak_4194	42	193.417	42	41.839
chr1	211123413	211123610	MSPC_Peak_4168	39	179.602	39	38.86
chr1	211124900	211125259	MSPC_Peak_4149	54	248.679	54	53.694
chr1	211132190	211132470	MSPC_Peak_4130	39	179.602	39	38.86
chr1	211132691	211133660	MSPC_Peak_4107	60	276.31	60	59.632
chr1	212514492	212514806	MSPC_Peak_4081	37	170.391	37	36.902
chr1	212588104	212588456	MSPC_Peak_4058	45	207.233	45	44.786
chr1	212605927	212607734	MSPC_Peak_4042	87	400.65	87	86.426
chr1	212950906	212951337	MSPC_Peak_4022	94	432.886	94	93.384
chr1	213036552	213036773	MSPC_Peak_4000	33	151.971	33	32.928
chr1	213767663	213767987	MSPC_Peak_3978	38	174.996	38	37.891
chr1	213978508	213978785	MSPC_Peak_3945	27	124.34	27	26.987
chr1	213979269	213980853	MSPC_Peak_3912	51	234.864	51	50.715
chr1	213982590	213984059	MSPC_Peak_3891	72	331.572	72	71.523
chr1	213984457	213984787	MSPC_Peak_3877	54	248.679	54	53.695
chr1	213985102	213986136	MSPC_Peak_3857	61	280.915	61	60.623
chr1	213986169	213986546	MSPC_Peak_3841	47	216.443	47	46.774
chr1	213986604	213987040	MSPC_Peak_3818	42	193.417	42	41.839
chr1	213989541	213989902	MSPC_Peak_3791	34	156.576	34	33.923
chr1	214185459	214185781	MSPC_Peak_3771	137.49	644.724	137.49	136.671
chr1	214186599	214187007	MSPC_Peak_3754	33	151.971	33	32.928
chr1	214187296	214187771	MSPC_Peak_3733	67	308.546	67	66.564
chr1	214188911	214189188	MSPC_Peak_3715	72	331.572	72	71.523
chr1	214194233	214194440	MSPC_Peak_3690	27	124.34	27	26.987
chr1	215080991	215081304	MSPC_Peak_3666	32	147.365	32	31.954
chr1	215081721	215082939	MSPC_Peak_3637	165.411	773.669	165.411	164.495
chr1	215083138	215083978	MSPC_Peak_3619	126.526	594.067	126.526	125.754
chr1	216723327	216723821	MSPC_Peak_3597	48	221.048	48	47.764
chr1	217136086	217136459	MSPC_Peak_3575	29	133.55	29	28.97
chr1	217924841	217925541	MSPC_Peak_3546	55	253.284	55	54.685
chr1	218162741	218163018	MSPC_Peak_3529	34	156.576	34	33.923
chr1	218163819	218166008	MSPC_Peak_3509	152.446	713.801	152.446	151.573
chr1	218166235	218166884	MSPC_Peak_3490	89	409.86	89	88.406
chr1	219928133	219928612	MSPC_Peak_3465	61	280.915	61	60.623
chr1	220528508	220528833	MSPC_Peak_3441	77	354.598	77	76.488
chr1	220877295	220877589	MSPC_Peak_3415	61	280.915	61	60.623
chr1	220881934	220882353	MSPC_Peak_3382	38	174.996	38	37.891
chr1	220886909	220887420	MSPC_Peak_3358	71	326.967	71	70.527
chr1	220887693	220889331	MSPC_Peak_3332	74	340.783	74	73.512
chr1	220889546	220895864	MSPC_Peak_3314	0	2445.345	0	0
chr1	220896485	220896762	MSPC_Peak_3292	38	174.996	38	37.891
chr1	223364723	223365034	MSPC_Peak_3272	38	174.996	38	37.891
chr1	223373523	223373779	MSPC_Peak_3243	54	248.679	54	53.695
chr1	223391023	223391312	MSPC_Peak_3214	27	124.34	27	26.987
chr1	223391630	223391886	MSPC_Peak_3191	41	188.812	41	40.847
chr1	223392427	223392953	MSPC_Peak_3173	72	331.572	72	71.523
chr1	223393185	223393739	MSPC_Peak_3145	61	280.915	61	60.623
chr1	223479418	223479882	MSPC_Peak_3118	67	308.546	67	66.564
chr1	224615544	224615874	MSPC_Peak_3096	90.667	428.281	90.667	90.069
chr1	224615934	224618746	MSPC_Peak_3064	216.882	1022.348	216.882	215.815
chr1	224622994	224623191	MSPC_Peak_3034	31	142.76	31	30.961
chr1	224865124	224865401	MSPC_Peak_3013	38	174.996	38	37.891
chr1	224929660	224930119	MSPC_Peak_2999	60.835	290.126	60.835	60.459
chr1	226548901	226549204	MSPC_Peak_2977	52	239.469	52	51.709
chr1	227473652	227473960	MSPC_Peak_2958	38	174.996	38	37.891
chr1	227474360	227474700	MSPC_Peak_2938	49	225.653	49	48.754
chr1	227558305	227558725	MSPC_Peak_2921	49	225.653	49	48.754
chr1	227558800	227559276	MSPC_Peak_2893	32	147.365	32	31.954
chr1	227559526	227561067	MSPC_Peak_2867	211.306	985.506	211.306	210.255
chr1	227561191	227561477	MSPC_Peak_2838	67	308.546	67	66.564
chr1	227786995	227787495	MSPC_Peak_2816	61	280.915	61	60.623
chr1	227828746	227829014	MSPC_Peak_2785	44	202.627	44	43.796
chr1	228003748	228004134	MSPC_Peak_2766	43	198.022	43	42.831
chr1	228004406	228006748	MSPC_Peak_2746	290.267	1372.341	290.267	289.015
chr1	228007129	228009309	MSPC_Peak_2717	130	598.672	130	129.216
chr1	228010599	228010797	MSPC_Peak_2689	43	198.022	43	42.831
chr1	228036796	228037915	MSPC_Peak_2658	137	630.908	137	136.186
chr1	228038252	228038609	MSPC_Peak_2627	74	340.783	74	73.512
chr1	228058506	228062738	MSPC_Peak_2605	0	2555.869	0	0
chr1	228062904	228063847	MSPC_Peak_2582	74	340.783	74	73.512
chr1	228063931	228064398	MSPC_Peak_2554	38	174.996	38	37.891
chr1	228064439	228066606	MSPC_Peak_2530	74	340.783	74	73.512
chr1	228067183	228067707	MSPC_Peak_2511	87	400.65	87	86.426
chr1	228069054	228069331	MSPC_Peak_2475	23	105.919	23	22.998
chr1	228070572	228071026	MSPC_Peak_2451	49	225.653	49	48.754
chr1	228214122	228214488	MSPC_Peak_2429	27	124.34	27	26.987
chr1	228415743	228417347	MSPC_Peak_2408	107	492.753	107	106.317
chr1	228418009	228418388	MSPC_Peak_2386	73	336.177	73	72.517
chr1	228444030	228444868	MSPC_Peak_2367	60	276.31	60	59.632
chr1	228445050	228445356	MSPC_Peak_2342	47	216.443	47	46.774
chr1	228445696	228446034	MSPC_Peak_2322	33	151.971	33	32.929
chr1	228446074	228446622	MSPC_Peak_2296	150.452	704.591	150.452	149.588
chr1	228461950	228462838	MSPC_Peak_2275	89	409.86	89	88.406
chr1	228463051	228463359	MSPC_Peak_2250	74	340.783	74	73.512
chr1	228463512	228464415	MSPC_Peak_2231	149.455	699.986	149.455	148.593
chr1	228464478	228465134	MSPC_Peak_2203	83	382.229	83	82.446
chr1	228465428	228466503	MSPC_Peak_2169	84	386.834	84	83.442
chr1	228466845	228467434	MSPC_Peak_2149	69.778	331.572	69.778	69.311
chr1	228467984	228468261	MSPC_Peak_2130	32	147.365	32	31.954
chr1	228468913	228470128	MSPC_Peak_2108	0	1459.839	0	0
chr1	228470508	228471127	MSPC_Peak_2086	119	548.015	119	118.26
chr1	228471586	228471886	MSPC_Peak_2062	31	142.76	31	30.961
chr1	228620893	228621170	MSPC_Peak_2033	67	308.546	67	66.564
chr1	228647030	228647431	MSPC_Peak_2014	77	354.598	77	76.488
chr1	228647735	228649925	MSPC_Peak_1994	215.886	1017.743	215.886	214.823
chr1	228649966	228651641	MSPC_Peak_1964	0	1772.991	0	0
chr1	228653317	228653784	MSPC_Peak_1946	35	161.181	35	34.917
chr1	228754815	228755072	MSPC_Peak_1923	47	216.443	47	46.774
chr1	228755284	228755762	MSPC_Peak_1897	112	515.779	112	111.294
chr1	228756354	228756551	MSPC_Peak_1873	52	239.469	52	51.709
chr1	228767343	228767612	MSPC_Peak_1851	33	151.971	33	32.929
chr1	229054689	229054974	MSPC_Peak_1822	35	161.181	35	34.917
chr1	229407211	229407540	MSPC_Peak_1802	27	124.34	27	26.987
chr1	229430117	229430751	MSPC_Peak_1784	86	396.045	86	85.431
chr1	229430826	229434602	MSPC_Peak_1763	301.22	1422.998	301.22	299.947
chr1	230425057	230425767	MSPC_Peak_1746	133.503	626.303	133.503	132.702
chr1	230426675	230427075	MSPC_Peak_1716	65	299.336	65	64.577
chr1	230885055	230885252	MSPC_Peak_1694	26	119.734	26	25.99
chr1	231039448	231040111	MSPC_Peak_1672	135	621.698	135	134.192
chr1	231040305	231040709	MSPC_Peak_1650	85	391.439	85	84.439
